head_label,tail_label,head_name,tail_name
AB11579,DA8786,上身,下身
AB11579,DA9287,上身,下身
AB12116,CA2526,上身,下身
AB12116,DA9131,上身,下身
AB12116,BA6435,上身,下身
AB12116,CA2528,上身,下身
AB12116,CA2469,上身,下身
AB12116,BA6519,上身,下身
AB12116,DA8946,上身,下身
AB12116,BA6444,上身,下身
AB12116,DA9151,上身,下身
AB12116,BA6443,上身,下身
AB12116,BA6496,上身,下身
AB12116,BA6511,上身,下身
AB12116,BA6432,上身,下身
AB12116,DA9026,上身,下身
AB12116,CA2527,上身,下身
AB12116,BA6580,上身,下身
AB12116,BA6588,上身,下身
AB12116,BA3759,上身,下身
AB12116,BA6590,上身,下身
AB12116,DA9093,上身,下身
AB13185,CA2431,上身,下身
AB13185,BA6641,上身,下身
AB13185,DA9133,上身,下身
AB13185,CA2491,上身,下身
AB13185,BA6441,上身,下身
AB13185,BA6459,上身,下身
AB13185,DA9194,上身,下身
AB13185,BA2730,上身,下身
AB13185,CA2535,上身,下身
AB13185,BA6600,上身,下身
AB13185,CA2540,上身,下身
AB13185,BA6689,上身,下身
AB13185,CA2544,上身,下身
AB13185,DA8898,上身,下身
AB13185,CA2444,上身,下身
AB13185,BA6527,上身,下身
AB13185,BA6396,上身,下身
AB13185,DA9192,上身,下身
AB13185,BA6434,上身,下身
AB13185,DA8999,上身,下身
AB12928,BA5810,上身,下身
AB12928,BA6268,上身,下身
AB12928,BA5764,上身,下身
AB12928,BA5592,上身,下身
AB12928,BA4241,上身,下身
AB12928,BA5774,上身,下身
AB12928,BA5755,上身,下身
AB12928,BA5721,上身,下身
AB12928,BA6046,上身,下身
AB12928,BA5674,上身,下身
AB12928,DA9132,上身,下身
AB12928,BA6597,上身,下身
AB12928,CA2502,上身,下身
AB12928,BA6453,上身,下身
AB12928,BA6601,上身,下身
AB12928,DA9239,上身,下身
AB12928,BA6398,上身,下身
AB12928,BA5551,上身,下身
AB12928,CA2553,上身,下身
AB12928,BA6428,上身,下身
AB16183,BA6626,上身,下身
AB16183,BA6475,上身,下身
AB16183,BA6431,上身,下身
AB16183,BA6621,上身,下身
AB16183,DA3191,上身,下身
AB16183,DA8897,上身,下身
AB16183,BA6612,上身,下身
AB16183,BA6274,上身,下身
AB16183,CA2438,上身,下身
AB16183,BA6479,上身,下身
