head_label,tail_label,head_name,tail_name
AB13965,BA3778,上身,下身
AB13965,BA6066,上身,下身
AB13965,BA4818,上身,下身
AB13965,BA5538,上身,下身
AB13965,BA5980,上身,下身
AB13965,BA6464,上身,下身
AB13965,BA6297,上身,下身
AB13965,BA5597,上身,下身
AB13965,BA5754,上身,下身
AB6244,BA6293,上身,下身
AB6244,BA4293,上身,下身
AB6244,BA5511,上身,下身
AB6244,BA5733,上身,下身
AB6244,BA2969,上身,下身
AB6244,BA6431,上身,下身
AB6244,BA6596,上身,下身
AB6244,BA5208,上身,下身
AB6244,BA6244,上身,下身
AB6244,BA5726,上身,下身
AB12093,CA1999,上身,下身
AB12093,BA5781,上身,下身
AB12093,BA5456,上身,下身
AB12093,BA5612,上身,下身
AB12093,BA6694,上身,下身
AB12093,BA6736,上身,下身
AB12093,BA6400,上身,下身
AB12093,BA5483,上身,下身
AB12093,BA5156,上身,下身
AB12093,CA2305,上身,下身
AB12071,BA6110,上身,下身
AB12071,BA3966,上身,下身
AB12071,BA6094,上身,下身
AB12071,CA2011,上身,下身
AB12071,DA9240,上身,下身
AB12071,BA6035,上身,下身
AB12071,DA3191,上身,下身
AB12071,BA6069,上身,下身
AB12071,BA6689,上身,下身
AB12071,BA4719,上身,下身
AB14185,BA3571,上身,下身
AB14185,CA1674,上身,下身
AB14185,CA2578,上身,下身
AB14185,BA5805,上身,下身
AB14185,CA1958,上身,下身
AB14185,CA2309,上身,下身
AB14185,DA8704,上身,下身
AB14185,CA2067,上身,下身
AB14185,CA1204,上身,下身
AB14185,BA6028,上身,下身
AB15728,BA6066,上身,下身
AB15728,BA6789,上身,下身
AB15728,BA5754,上身,下身
AB15728,BA6464,上身,下身
AB15728,BA5597,上身,下身
AB15728,BA3778,上身,下身
AB15728,BA5963,上身,下身
AB15728,BA6020,上身,下身
AB15728,BA6297,上身,下身
AB15728,BA5980,上身,下身
AB13188,BA5506,上身,下身
AB13188,CA2254,上身,下身
AB13188,BA6667,上身,下身
AB13188,BA5289,上身,下身
AB13188,BA5681,上身,下身
AB13188,CA1948,上身,下身
AB13188,CA2204,上身,下身
AB13188,CA1791,上身,下身
AB13188,DA8973,上身,下身
AB13188,BA1798,上身,下身
AB16602,BA5385,上身,下身
AB16602,BA5660,上身,下身
AB16602,CA2529,上身,下身
AB16602,BA6272,上身,下身
AB16602,DA9017,上身,下身
AB16602,CA2020,上身,下身
AB16602,BA6676,上身,下身
AB16602,DA9337,上身,下身
AB16602,DA9147,上身,下身
AB16602,BA5377,上身,下身
EA2480,CA788,上身,下身
EA2480,BA5539,上身,下身
EA2480,BA5804,上身,下身
EA2480,CA1650,上身,下身
EA2480,CA2115,上身,下身
EA2480,BA0646,上身,下身
EA2480,BA5508,上身,下身
EA2480,BA4241,上身,下身
EA2480,CA2195,上身,下身
EA2480,BA5574,上身,下身
AB11921,BA5626,上身,下身
AB11921,CA2110,上身,下身
AB11921,BA6717,上身,下身
AB11921,BA6027,上身,下身
AB11921,CA2095,上身,下身
AB11921,BA5914,上身,下身
AB11921,BA5908,上身,下身
AB11921,BA5576,上身,下身
AB11921,BA5369,上身,下身
AB11921,BA6682,上身,下身
EA3324,BA6134,上身,下身
EA3324,BA6203,上身,下身
EA3324,BA5732,上身,下身
EA3324,BA6724,上身,下身
EA3324,CA2586,上身,下身
EA3324,BA6191,上身,下身
EA3324,BA6706,上身,下身
EA3324,BA6133,上身,下身
EA3324,DA9138,上身,下身
EA3324,BA3860,上身,下身
AB16420,BA6046,上身,下身
AB16420,BA5639,上身,下身
AB16420,BA2123,上身,下身
AB16420,BA5512,上身,下身
AB16420,BA4757,上身,下身
AB16420,CA2366,上身,下身
AB16420,CA1837,上身,下身
AB16420,DA8643,上身,下身
AB16420,BA6675,上身,下身
AB16420,BA4685,上身,下身
AB12023,CA2449,上身,下身
AB12023,BA5341,上身,下身
AB12023,DA9009,上身,下身
AB12023,CA2202,上身,下身
AB12023,DA8983,上身,下身
AB12023,BA5491,上身,下身
AB12023,DA9141,上身,下身
AB12023,BA6711,上身,下身
AB12023,BA6612,上身,下身
AB12023,DA9320,上身,下身
AB10528,BA5450,上身,下身
AB10528,CA2141,上身,下身
AB10528,CA2050,上身,下身
AB10528,BA5795,上身,下身
AB10528,BA5603,上身,下身
AB10528,DA9328,上身,下身
AB10528,BA4895,上身,下身
AB10528,CA1990,上身,下身
AB10528,BA5347,上身,下身
AB10528,CA1941,上身,下身
AB15454,CA1943,上身,下身
AB15454,CA2621,上身,下身
AB15454,BA5694,上身,下身
AB15454,BA6649,上身,下身
AB15454,BA6717,上身,下身
AB15454,BA5942,上身,下身
AB15454,BA5576,上身,下身
AB15454,CA1896,上身,下身
AB15454,DA8574,上身,下身
AB15454,BA5457,上身,下身
AB15986,CA1734,上身,下身
AB15986,BA5491,上身,下身
AB15986,CA2569,上身,下身
AB15986,DA9141,上身,下身
AB15986,DA9059,上身,下身
AB15986,BA6612,上身,下身
AB15986,BA5956,上身,下身
AB15986,BA5341,上身,下身
AB15986,CA2449,上身,下身
AB15986,CA2202,上身,下身
AB14672,CA1926,上身,下身
AB14672,BA3674,上身,下身
AB14672,BA6022,上身,下身
AB14672,BA6679,上身,下身
AB14672,CA2545,上身,下身
AB14672,BA4562,上身,下身
AB14672,DA8974,上身,下身
AB14672,BA6084,上身,下身
AB14672,BA6081,上身,下身
AB14672,DA8894,上身,下身
AB9065,DA8495,上身,下身
AB9065,CA1854,上身,下身
AB9065,BA4862,上身,下身
AB9065,CA2576,上身,下身
AB9065,BA2730,上身,下身
AB9065,BA5845,上身,下身
AB9065,BA5984,上身,下身
AB9065,CA1876,上身,下身
AB9065,BA5913,上身,下身
AB9065,BA3593,上身,下身
AB9019,CA2487,上身,下身
AB9019,DA9059,上身,下身
AB9019,CA2013,上身,下身
AB9019,CA2526,上身,下身
AB9019,BA6268,上身,下身
AB9019,BA3669,上身,下身
AB9019,BA5426,上身,下身
AB9019,BA6612,上身,下身
AB9019,BA4406,上身,下身
AB9019,CA1734,上身,下身
AB14458,CA2234,上身,下身
AB14458,BA5414,上身,下身
AB14458,BA6076,上身,下身
AB14458,BA5521,上身,下身
AB14458,BA5905,上身,下身
AB14458,BA6501,上身,下身
AB14458,BA6036,上身,下身
AB14458,DA8841,上身,下身
AB14458,CA2041,上身,下身
AB14458,CA2106,上身,下身
AB14785,DA9126,上身,下身
AB14785,CA2254,上身,下身
AB14785,BA6667,上身,下身
AB14785,BA6137,上身,下身
AB14785,BA3864,上身,下身
AB14785,BA4275,上身,下身
AB14785,CA1791,上身,下身
AB14785,BA5412,上身,下身
AB14785,CA1948,上身,下身
AB14785,BA5506,上身,下身
